Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_8xkLBxEF98KI50t,383.832,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , ,1, , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5,1, , ,1, , , , ,22,10,10,10, ,10, , , , , , , , , , ,7.928,23.589,24.65,4,1, , , , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , ,1, , , ,1, , , , , , , , ,1,1, , , , , , , , , , , , , ,1,1, ,1,94111, ,1, ,1,6,1,0, , , , , ,1, , , ,2,6, , ,3, ,2, , , , , , , , ,63,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,16:19:38,7478,4,5,0,1,22,23,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
the Exploratorium,Staffed,R_3ELTkx4K247cSCY, ,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,8,2, ,1, , , , , , , , , , ,1, , , , , ,3, , , , , , , , , , , , , ,3,3, , ,3, , , , , , , ,1,25,7,8,8, ,8,8,8,8, , , , , , , ,1.519,3.445,4.024,3, , , , , , , , , , ,1, , , , , , ,1, , , , , ,1, , , , , , , , , , ,1, ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,3,3, ,2,999, ,3, ,9, ,3,0, , , , , , , ,1, ,3,2, , ,10, ,2, , , , , , , , ,22,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:56:03,6963,3,5,0,1,22,23,1,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_3ndP1yhqoHvVOAg,489.252,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Trippy exhibits.,1, , , , , ,1, , , , ,1, , , ,4,Rover,5, , , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,24,8,7,5, ,6,8, , , , , , , , , ,14.679,17.261,18.365,3,1, , , , , ,1, , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,4, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,3, ,1,94702, ,2, ,5,1,2,0, , , , , ,1, , , ,2,4, , ,2, ,2, , , , , , , , ,63,2, ,4, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Incorporate containerized freight in exhibit,2,West,Science,Large,3,2,2022,0,17:06:42,8502,4,5,0,1,22,23,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
the Exploratorium,Staffed,R_2whQocyUw1bAiiH, ,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,8,2, ,1, , , , , ,1, , , , ,1, , , ,3, ,4,The talk, , , , , , , , , , , , ,4, , , ,5,1,1, ,1, , , , ,38,7,7,10, ,7,7,4, , , , , , , , ,1.157,6.815,8.941,4,1,1, , , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,4, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94102, ,2, ,1,4,2,0, , , , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,25,1, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,20:10:35,6935,3,5,0,1,22,23,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
the Exploratorium,Staffed,R_NW7cpXf4CE2UNEt,467.587,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , ,1, , , ,1, , , , ,3, ,4, , , , , , , , , , , , , ,4, , , ,4, ,1,1, , , , , ,38,9,9,10, ,9,8, , , , , , , , , ,2.99,10.815,15.267,4,1, ,1, , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , ,1, , , , ,1, , , ,1,2, ,1,94107, ,1, ,1,2,1,0, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,35,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,20:21:46,7606,4,5,0,1,22,23,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
the Exploratorium,Staffed,R_2QmtWrQ2Ups8YfZ, ,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , ,1, , , , ,1, , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1, , , , , , ,41,10,10,10, ,10,10,10,10, , , , , , , ,1.96,5.153,5.869,3,1, , , , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94608, ,1, ,6,1,2,0, , , , , ,1, , , ,2,4, , ,4, ,2, , , , , , , , ,29,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,20:44:32,6272,3,5,0,1,22,23,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
the Exploratorium,Staffed,R_2YVShjGVVLY2sS2,445.257,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,6,1,Mars.,1, , , , , ,1, , , , , , , , ,4,Mars rover,4, , , , , , , , , , , , , ,3,3,Good, ,3, ,1,1, , ,1, , ,44,8,7,6, ,8,7,6,6, , , , , , , ,3.007,10.563,11.719,3,1, , , , , ,1, , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , ,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,94110, ,1, ,5,1,2,0, , , , , ,1, , , ,2,4, , ,9, ,2, , , , , , , , ,48,2, ,4, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,20:54:08,4148,3,5,0,1,22,23,4,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
the Exploratorium,Staffed,R_20SeiXXRcKGgy0p,374.929,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Mars rover.,1, , , ,1,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,2,4, , ,5,1, , , , , , , ,43,9,9,10, ,8,8,10,9, , , , , , , ,7.942,25.538,38.272,4,1, , , , , , , , ,1, ,Perserverencw, , ,1, , , , , ,1, , , , , , , , , , , , , ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,94114, ,1, ,2,3,2,0, ,1, , , , , , , ,1,5, , ,8, ,2, , , , , , , , ,50,1, ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,21:07:25,5845,3,5,0,1,22,23,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
the Exploratorium,Staffed,R_2VqfXZRAIcIFWHm,443.069,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , , , , , , ,1,1, , , , , ,3,Enjoyed the events and content, , , , , , , , , , , , ,4, , , ,4,1,1,1, , , , , ,39,9,8,8, ,7,8, , , , , , , , , ,13.943,23.14,24.994,3,1, , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94118, ,1, ,1,3,1,0, ,1, , , , , , , ,2,6, , ,5, ,2, , , , , , , , ,38,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,21:20:19,10219,4,5,0,1,22,23,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
the Exploratorium,Staffed,R_Rt8f5Uten94OFz3,247.89,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,7,2, ,1, , , , ,1, , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,2,3, , ,5,1, , ,1,1, , , ,41,10,10,10, ,10, , , , , , , , , , ,3.6,5.589,9.972,2,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1, , ,1, ,7,1,2,0, , , , , , , , , ,2,6, , , , ,2, , , , , , , , ,37,1, ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,21:26:09,8769,4,5,0,1,22,23,3, ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0, 
the Exploratorium,Staffed,R_1rPtCQW1F8LVy5d,260.313,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , ,1, , , , , , ,1, , , , , ,4,Really interactive and fun, , , , , , , , , , , , ,4, , , ,5,1,1,1,1, , , , ,43,8,10,9, ,9,8, , , , , , , , , ,1.15,6.419,7.919,4,1, ,1, , , ,1, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , ,3, ,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,2,2, ,1, , ,3, ,8,1,2,0, ,1,1, , , , , , ,2,5, , ,7, ,2, , , , , , , , ,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,More education stations,2,West,Science,Large,3,2,2022,0,21:32:50,7370,4,5,0,1,22,23,1, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_31Ykb7MnUxTQxk6,488.417,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , ,1,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,5, ,1, , , , , , ,43,9,9,5, ,8,8, , , , , , , , , ,2.351,14.474,15.371,4, , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , ,1, , , , , , , , ,4, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,2,999, , , ,8,1,2,0, , , ,1, , , , , ,2,6, , ,10, ,2, , , , , , , , ,30,2, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,21:42:19,7939,4,5,0,1,22,23,2,999,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_1psVbnqloNvUSXy,315.573,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , , , , ,1, , , , ,1, , , ,5,Super cool and learned a lot, , , , , , , , , , , , ,4, , , ,4,1,1, , , , , , ,42,10,10,10, ,10, , , , , , , , , , ,3.434,6.131,7.473,2,1, , , , , , , , , , , ,1,1,1, , , , , , , , , , , ,1, , , , , , , ,1, ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94014, ,1, ,7,1,6,0, ,1, , , , , , , ,2,4, , ,2, ,2, , , , , , , , ,25,2, ,1,1,1,1,2, , , , ,3,3,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,21:48:29,9209,4,5,0,1,22,23,2,5,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
the Exploratorium,Staffed,R_1j7c9g4QgXo2EYN,325.676,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , ,1, , , , , , , , , , , , ,5,Oooo good to tuch, , , , , , , , , , , , ,2,3,More sanitizer please and wipes for some exhibits, ,4,1,1,1,1, , , , ,41,10,10,10, ,9,5,10, , , , , , , , ,1.845,18.776,20.432,5,1,1, , , , ,1, ,1, , , , , ,1, , , , , , , , , , , , , , , ,1,Field trip as a kid, , ,4, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94132, ,1, ,1,4,2,0, , ,1, , ,1, , , ,1,3, , ,1, ,2, , , , , , , , ,19,2, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Hehe,1,West,Science,Large,3,2,2022,0,21:56:04,10564,4,5,0,1,22,23,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
the Exploratorium,Staffed,R_2aavVlGVezVskii, ,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3,Lots of options,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,3,3,We touch everything so must get comfortable with that, ,5, , , , ,1, , , ,9,10,9,10, ,10,10,10, , , , , , , , ,7.88,11.106,12.218,3,1,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , ,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94501, ,1, ,4,1,1,2, ,1, , , ,1, , , ,2,6, , ,9, ,2, , , , , , , , ,45,2, , , , , , , , , , , , , , , , , , , , ,4,3, , , , , , , , ,1,1, , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,13:31:32,9092,4,6,0,1,22,23,4,5,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
the Exploratorium,Staffed,R_cSn5eGekPgcb0dz,362.776,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,3,4,"Hand sanitizer readily available, masks enforced", ,5,1,1,1, ,1, , , ,12,10,10,10, ,10, ,10, , , , , , , , ,4.087,13.743,14.828,4,1, ,1, , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,1,1, ,1,94122, ,1, ,6,1,2,2, , , , , ,1, , , ,2,6, , ,11, ,2, , , , , , , , ,75,2, ,6, , , , , , , , ,1, , , , , , , , , ,2,1, , , , , , , , ,1,1, , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,13:39:14,6854,3,6,0,1,22,23,6,5,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5
the Exploratorium,Staffed,R_1DZmEf9kqm1hfP6,334.926,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3,Individuality of the exhibits,1, , , , , , , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1, ,1, ,1, , ,7,9,10,9, ,9,10, , , , , , , , , ,5.189,8.835,9.835,3,1,1, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,94539, ,1, ,8,1,2,3, , ,1, , , , , , ,2,6, , ,5, ,1,1, , , , , , , ,40,1, ,3, , , , , , , , ,2, , , , , , , , , ,1,2,2, , , , , , , ,1,1,1, , , , , , , , , ,1,West,Science,Large,3,2,2022,0,13:53:46,12226,5,6,0,1,22,23,3,5,0,3,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1
the Exploratorium,Staffed,R_31aRdMfjtk8YkLN,808.811,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , , , , , ,1, , , ,5, , , , , , , , , , , , , ,4, , , ,4,1,1,1,1,1, , , ,13,9,7,7, ,10,10,10,10, , , , , , , ,3.201,6.392,7.078,4,1,1, ,1, , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , ,2, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,95662, ,3, ,6,1,2,0, , , , , ,1, , , ,1,2, , ,2, ,2, , , , , , , , ,18,2, ,1, , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,14:58:24,10704,4,6,0,1,22,23,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_yWONpzJAQtfvB29,659.12,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5,1,1, , , ,1, , ,5,10,10, , ,10,10, ,10, , , , , , , ,5.129,12.409,13.201,3,1, , , , , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94703, ,1, ,8,1,1,2, , , , , ,1, , , ,2,4, , ,8, ,2, , , , , , , , ,40,2, , , , , , , , , , , , , , , , , , , , ,3,3, , , , , , , , ,2,1, , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,15:30:29,19829,7,6,0,1,22,23,3,5,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
the Exploratorium,Staffed,R_zcj4ZCuysEvBJRv,328.167,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1, , , , , , ,21,9,10,8, ,10,9, , , , , , , , , ,4.87,11.131,12.067,2,1, , , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , ,1, , ,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,2,999,61,1, ,8,1,1,1, , , , , ,1, , , ,2,6, , ,5, ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,15:39:29,5969,3,6,0,1,22,23,7,999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
the Exploratorium,Staffed,R_802Uorfucy9jNVD,802.994,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,2,3, , ,4,1,1,1, , , , , ,19,10,10,10, ,10,10,10, , , , , , , , ,3.534,5.267,6.506,2,1, , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, ,6,1,2,2, ,1, ,1, , , , , ,2,4, , ,5, ,2, , , , , , , , ,35,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:07:37,9457,4,6,0,1,22,23,3, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
the Exploratorium,Staffed,R_301dynffF8cC12c,297.087,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,5,It was huge and there was something new around every corner, , , , , , , , , , , , ,4, , , ,5,1,1, , , , , , ,15,10,10,10, ,10,10, , , , , , , , , ,7.339,20.11,20.6,5,1,1, ,1, , , ,1, , , , ,1,1, , , ,1, , , , ,1, , , , , , , , , , , ,1, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,84107, ,3, ,8,1,2,0, , , ,1, , , , , ,1,2, , ,2, ,2, , , , , , , , ,23,1, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:13:30,13410,5,6,0,1,22,23,1,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_1PRgjGSsgfDLlqR,285.379,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,4,1,1,1, ,1, , , ,11,10,9,8, ,10,10,7, , , , , , , , ,3.283,12.904,13.733,8,1,1,1,1, , ,1,1,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94066, ,1, ,7,1,2,1, ,1, , , ,1, , , ,2,4, , ,11, ,2, , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:20:49,17449,6,6,0,1,22,23,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
the Exploratorium,Staffed,R_9XmYOMH1mtHm641,351.192,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Fun and educational for kids and adults,1, , , , ,1, , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,4,1,1,1, , , , , ,14,10,7,6, ,10,10, , , , , , , , , ,2.621,11.875,12.695,6,1,1,1,1, , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,1,94117, ,1, ,5,1,1,2, , , , , ,1, , , ,2,6, , ,5, ,2, , , , , , , , ,38,2, , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,1,2, , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:36:30,15690,6,6,0,1,22,23,3,5,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5
the Exploratorium,Staffed,R_1nPJ7A7tYFPglNu,388.198,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , , , ,1, ,1, , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1,1,1, , , , ,26,10,10,8, ,10,10, , , , , , , , , ,1.611,6.696,7.122,3,1, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,92114, ,3, ,8,1,2,0, ,1, , , , , , , ,2,4, , ,5, ,2, , , , , , , , ,29,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,16:46:55,5515,3,6,0,1,22,23,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_1gHGVzS4T5WBakz,349.72,2/18/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Much more interesting than expected. Very worth the admission cost.,1, , , ,1, , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4, , ,4,1,1,1, , ,1, , ,28,9,9,9, ,10,10, , , , , , , , , ,3.641,7.968,8.778,2,1, , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , ,4, , , , , , ,1, , , ,1, , , , , , , , ,1, , , , , , ,1, , , , , , , ,1,2, ,1,94609, ,1, ,8,1,1,0, , , ,1, , , , , ,2,4, , ,8, ,2, , , , , , , , ,42,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,17:04:52,4792,3,6,0,1,22,23,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
